Date,Price,Open,High,Low,Vol.,Change
3/21/2017,7879,7879,7879,7879,18050,0.0057
3/22/2017,7879,8014,8014,7879,48720,0
3/23/2017,7879,7879,7879,7879,15010,0
3/24/2017,7879,7744,8014,7744,27940,0
3/27/2017,7924,7879,7924,7879,8310,0.0057
3/28/2017,7969,7879,8014,7879,23500,0.0057
3/29/2017,7924,8104,8104,7924,7210,-0.0056
3/30/2017,7969,8104,8104,7969,31150,0.0057
3/31/2017,8104,8104,8104,7969,86720,0.0169
4/3/2017,8284,8104,8329,8104,57120,0.0222
4/4/2017,8284,8329,8329,8284,43740,0
4/5/2017,8329,8419,8464,8329,72630,0.0054
4/7/2017,8374,8464,8464,8329,37570,0.0054
4/10/2017,8419,8374,8419,8374,7480,0.0054
4/11/2017,8509,8419,8644,8419,112800,0.0107
4/12/2017,8509,8419,8599,8419,52870,0
4/13/2017,9139,8599,9455,8599,192210,0.074
4/14/2017,8914,9139,9229,8914,14040,-0.0246
4/17/2017,8914,9094,9094,8554,49430,0
4/18/2017,8914,8959,8959,8824,187850,0
4/19/2017,8959,8914,9004,8914,161100,0.005
4/20/2017,9049,8959,9094,8959,65380,0.01
4/21/2017,9004,9004,9004,9004,124150,-0.005
4/24/2017,9004,9004,9004,8914,105700,0
4/25/2017,9094,9049,9229,9004,144960,0.01
4/26/2017,9004,9004,9184,9004,21840,-0.0099
4/27/2017,9004,9004,9229,9004,92250,0
4/28/2017,9139,9094,9229,9049,35060,0.015
5/3/2017,9319,9409,9409,9094,9160,0.0197
5/4/2017,9229,9274,9274,9049,83920,-0.0097
5/5/2017,9274,9184,9274,9139,241040,0.0049
5/8/2017,9229,9229,9229,9229,22990,-0.0049
5/9/2017,9409,9319,9409,9274,75470,0.0195
5/10/2017,9319,9364,9364,9319,168070,-0.0096
5/11/2017,9455,9364,9455,9319,97950,0.0146
5/12/2017,9635,9590,9680,9455,442190,0.019
5/15/2017,10355,9635,10355,9590,131920,0.0747
5/16/2017,11210,10355,11210,10355,289800,0.0826
5/17/2017,11931,12156,12651,11661,205440,0.0643
5/18/2017,10895,14227,14227,10625,88320,-0.0868
5/19/2017,10625,10895,11210,10400,205560,-0.0248
5/22/2017,10580,11030,11165,10400,210150,-0.0042
5/23/2017,10715,10805,10850,10580,61860,0.0128
5/24/2017,9905,10805,10805,9905,142390,-0.0756
5/25/2017,9860,9995,9995,9770,62980,-0.0045
5/26/2017,9905,9905,9950,9500,10150,0.0046
5/29/2017,10220,9905,10535,9905,117760,0.0318
5/30/2017,10175,10265,10535,10085,87880,-0.0044
5/31/2017,10175,10355,10355,10130,34690,0
6/1/2017,9905,10535,10535,9905,34930,-0.0265
6/2/2017,10227,10504,10596,10135,5320,0.0325
6/5/2017,10135,10227,10504,10135,82270,-0.009
6/6/2017,10227,10181,10227,10135,109990,0.0091
6/7/2017,10273,10550,10550,10181,144040,0.0045
6/8/2017,10181,10181,10181,10135,103740,-0.009
6/9/2017,10135,10135,10181,10135,88870,-0.0045
6/12/2017,10135,10135,10135,10135,67220,0
6/13/2017,10135,10181,10181,10089,36930,0
6/14/2017,10135,10181,10181,10089,34680,0
6/15/2017,10135,10135,10135,10135,35710,0
6/16/2017,10089,10181,10181,9674,44750,-0.0045
6/19/2017,10089,10135,10135,10089,38760,0
6/20/2017,10411,10181,10411,10181,23510,0.0319
6/21/2017,10596,10458,10596,10458,36620,0.0178
6/22/2017,10596,10227,10596,10227,28460,0
6/23/2017,10596,10504,10596,10365,61440,0
6/26/2017,10504,10596,10596,10504,28010,-0.0087
6/27/2017,10365,10411,10411,10365,35740,-0.0132
6/28/2017,10365,10365,10365,10365,228940,0
6/29/2017,10411,10365,10411,10365,124750,0.0044
6/30/2017,10365,10365,10365,10135,35200,-0.0044
7/3/2017,10550,10365,10550,10365,10520,0.0178
7/4/2017,10411,10411,10411,10411,0.21,-0.0132
7/5/2017,10596,10504,10596,10365,128870,0.0178
7/6/2017,10504,10504,10596,10504,44500,-0.0087
7/7/2017,10458,10596,10596,10458,14120,-0.0044
7/10/2017,10504,10504,10504,10411,32210,0.0044
7/11/2017,10504,10504,10504,10458,433360,0
7/12/2017,10504,10504,10550,10504,348470,0
7/13/2017,10458,10504,10504,10458,1650,-0.0044
7/14/2017,10411,10458,10458,10411,173310,-0.0045
7/17/2017,9444,10411,10411,9444,8230,-0.0929
7/18/2017,9767,10273,10273,9767,0.89,0.0342
7/19/2017,10135,10089,10458,10089,103720,0.0377
7/20/2017,10273,10365,10411,10273,174650,0.0136
7/21/2017,10273,10273,10273,10273,136530,0
7/25/2017,10043,9905,10043,9444,13610,-0.0224
7/26/2017,10135,10458,10458,10135,2060,0.0092
7/27/2017,10319,10273,10319,10227,60830,0.0182
7/28/2017,10458,10273,10504,10135,57650,0.0135
7/31/2017,10504,10365,10826,10319,89900,0.0044
8/1/2017,10365,10550,10596,10365,102950,-0.0132
8/2/2017,10365,10596,10688,10365,80620,0
8/3/2017,10411,10365,10596,10319,45670,0.0044
8/4/2017,10365,10458,10596,10365,37160,-0.0044
8/7/2017,10411,10550,10550,10365,40410,0.0044
8/8/2017,10273,10411,10458,10273,27840,-0.0133
8/9/2017,10135,10227,10227,10135,38080,-0.0134
8/10/2017,9997,10135,10227,9997,53220,-0.0136
8/11/2017,10135,10135,10135,10135,15050,0.0138
8/14/2017,10135,10135,10227,10043,14570,0
8/15/2017,10089,10365,10365,10089,16740,-0.0045
8/16/2017,10135,10135,10135,10089,11550,0.0046
8/17/2017,9997,10089,10135,9997,30480,-0.0136
8/18/2017,10043,10043,10043,10043,3510,0.0046
8/21/2017,10227,10043,10227,9905,4930,0.0183
8/22/2017,9905,10135,10135,9905,8910,-0.0315
8/23/2017,9997,9997,9997,9951,5500,0.0093
8/24/2017,10089,9997,10089,9997,3300,0.0092
8/25/2017,10089,10089,10089,9905,7420,0
8/28/2017,9859,10043,10043,9859,1400,-0.0228
8/29/2017,9859,9905,9905,9813,8030,0
8/30/2017,9859,9951,9951,9859,11560,0
8/31/2017,9720,9859,9859,8384,39780,-0.0141
9/1/2017,10043,9674,10043,9674,12490,0.0332
9/5/2017,9905,9905,9951,9905,7920,-0.0137
9/6/2017,9905,9905,9905,9536,13210,0
9/7/2017,9905,9905,9951,9905,62310,0
9/8/2017,10089,9859,10089,9859,4270,0.0186
9/11/2017,10089,9859,10089,9859,6060,0
9/12/2017,9905,9905,10043,9905,13610,-0.0182
9/13/2017,9905,10043,10043,9905,14440,0
9/14/2017,10089,10043,10089,9997,19550,0.0186
9/15/2017,9951,9997,9997,9905,21230,-0.0137
9/18/2017,9997,9905,9997,9905,36290,0.0046
9/19/2017,10135,9951,10135,9905,70950,0.0138
9/20/2017,9997,9997,9997,9951,21440,-0.0136
9/21/2017,10089,9997,10089,9997,31180,0.0092
9/22/2017,10043,10043,10135,10043,15280,-0.0046
9/25/2017,10089,10043,10089,9951,21570,0.0046
9/26/2017,9951,9997,10043,9859,97880,-0.0137
9/27/2017,9859,9905,9951,9859,18560,-0.0092
9/28/2017,9951,9951,9951,9951,22330,0.0093
9/29/2017,9951,9951,9951,9720,19030,0
10/2/2017,9859,9905,9951,9813,117920,-0.0092
10/3/2017,9859,9859,9859,9859,4360,0
10/4/2017,10089,9859,10089,9859,63850,0.0233
10/5/2017,9859,9905,9951,9859,24950,-0.0228
10/6/2017,9905,9997,9997,9905,9490,0.0047
10/9/2017,9905,9997,10135,9905,64730,0
10/10/2017,9859,9951,9951,9859,68870,-0.0046
10/11/2017,9905,9905,9905,9905,33760,0.0047
10/12/2017,10089,9951,10089,9951,48770,0.0186
10/13/2017,9997,9905,10089,9905,40250,-0.0091
10/16/2017,10181,9951,10181,9951,23730,0.0184
10/17/2017,9997,10043,10043,9951,29430,-0.0181
10/18/2017,9951,9997,9997,9951,50210,-0.0046
10/19/2017,10135,10135,10135,10043,17940,0.0185
10/20/2017,9905,9997,9997,9905,123720,-0.0227
10/23/2017,9905,9905,10043,9905,110320,0
10/24/2017,10089,9905,10089,9905,29110,0.0186
10/25/2017,10135,10089,10135,10089,77510,0.0046
10/26/2017,10273,10550,10550,10273,10720,0.0136
10/27/2017,10043,10365,10365,10043,16640,-0.0224
10/30/2017,10227,10043,10227,10043,1880,0.0183
10/31/2017,10135,10043,10135,10043,50250,-0.009
11/1/2017,10273,9951,10642,9951,152100,0.0136
11/2/2017,9951,10181,10181,9951,18350,-0.0313
11/3/2017,9951,10043,10043,9951,33920,0
11/6/2017,9951,9997,10089,9951,44640,0
11/7/2017,10135,10043,10365,10043,60880,0.0185
11/8/2017,10089,10135,10135,10089,14020,-0.0045
11/9/2017,9951,10043,10043,9951,14980,-0.0137
11/10/2017,9951,9905,9997,9905,57760,0
11/13/2017,9951,9905,10135,9905,123970,0
11/14/2017,10043,9997,10043,9997,40690,0.0092
11/15/2017,10043,9997,10043,9997,44840,0
11/16/2017,9997,9997,10135,9997,84240,-0.0046
11/17/2017,10181,10043,10273,10043,131790,0.0184
11/20/2017,10411,10135,10411,10135,121660,0.0226
11/21/2017,10642,10365,10918,10365,197730,0.0222
11/22/2017,11471,10688,11978,10688,603950,0.0779
11/23/2017,11471,11471,11517,10688,256800,0
11/24/2017,11425,11471,11471,11056,414500,-0.004
11/27/2017,10826,11287,11287,10826,189060,-0.0524
11/28/2017,10596,10688,10964,10596,80190,-0.0212
11/29/2017,10596,10642,10642,10596,77350,0
11/30/2017,10319,10642,10642,10273,238100,-0.0261
12/1/2017,10550,10365,10550,10135,17900,0.0224
12/4/2017,10411,10365,10642,10365,123940,-0.0132
12/5/2017,10550,10596,10780,10411,355460,0.0134
12/6/2017,10504,10504,10596,10504,236520,-0.0044
12/7/2017,10596,10550,10826,10365,125990,0.0088
12/8/2017,10596,10734,10826,10596,64190,0
12/11/2017,10504,10596,10826,10504,89400,-0.0087
12/12/2017,10504,10504,10596,10365,60420,0
12/13/2017,10688,10504,10872,10504,351390,0.0175
12/14/2017,10826,10734,11149,10734,330330,0.0129
12/15/2017,10872,10872,11149,10872,194840,0.0042
12/18/2017,10596,11195,11195,10596,218690,-0.0254
12/19/2017,10550,10596,10734,10504,175580,-0.0043
12/20/2017,10504,10596,10596,10504,134710,-0.0044
12/21/2017,10642,10504,10642,10504,41470,0.0131
12/22/2017,10780,10642,10780,10596,37820,0.013
12/25/2017,10596,10596,10596,10365,96110,-0.0171
12/26/2017,10596,10550,10872,10550,151310,0
12/27/2017,10596,10688,10688,10596,100210,0
12/28/2017,10596,10596,10826,10596,80210,0
12/29/2017,10596,10688,10734,10596,96340,0
1/2/2018,10596,10596,10780,10504,117580,0
1/3/2018,10596,10734,10780,10596,442840,0
1/4/2018,10688,10734,10872,10596,491540,0.0087
1/5/2018,11103,10688,11149,10688,547520,0.0388
1/8/2018,11701,11287,11840,11287,1410000,0.0539
1/9/2018,11701,11886,11886,11471,670990,0
1/10/2018,11794,11886,11886,11655,244300,0.0079
1/11/2018,12346,11747,12439,11655,402090,0.0468
1/12/2018,13130,12346,13314,12346,705780,0.0635
1/15/2018,13452,12945,13682,12945,478960,0.0245
1/16/2018,13406,13406,13452,13130,560900,-0.0034
1/17/2018,14189,13821,14327,13821,1380000,0.0584
1/18/2018,14235,14189,14281,14051,371890,0.0032
1/19/2018,14281,14281,14373,14143,693470,0.0032
1/22/2018,13821,14281,14281,13406,597670,-0.0322
1/23/2018,13590,13821,14235,13590,509910,-0.0167
1/24/2018,13590,13728,13821,13590,184770,0
1/25/2018,14005,13682,14466,13360,422940,0.0305
1/26/2018,14051,13774,14419,13728,594300,0.0033
1/29/2018,13959,14051,14281,13959,1100000,-0.0065
1/30/2018,13867,14143,14143,13821,534400,-0.0066
1/31/2018,13913,13959,14189,13913,515450,0.0033
2/1/2018,13821,14005,14005,13728,279690,-0.0066
2/2/2018,13913,13867,14281,13590,417450,0.0067
2/5/2018,13728,13821,14051,13728,329630,-0.0133
2/6/2018,12439,13590,13682,11840,784610,-0.0939
