Date,Close,Open,High,Low,Vol.,Change %
17-04-17,26344,26975,27049,26344,1320000,-2.34%
18-04-17,26604,26344,26604,26270,681820,0.99%
19-04-17,26641,26567,26789,26493,729480,0.14%
20-04-17,26270,26641,26641,26270,1280000,-1.39%
21-04-17,26344,26270,26641,26270,659730,0.28%
24-04-17,26047,26344,26530,26047,574470,-1.13%
25-04-17,26047,26047,26196,25936,837220,0.00%
26-04-17,26010,26047,26122,25973,905020,-0.14%
27-04-17,25862,26122,26196,25750,2860000,-0.57%
28-04-17,26047,25825,26159,25788,1940000,0.72%
03-05-17,26344,26047,26715,26010,1150000,1.14%
04-05-17,26938,26344,27160,26270,2790000,2.25%
05-05-17,26789,26938,26938,26641,1000000,-0.55%
08-05-17,26530,26789,26938,26493,1100000,-0.97%
09-05-17,27049,26530,27160,26455,2080000,1.96%
10-05-17,27272,27049,27457,27049,1850000,0.82%
11-05-17,27309,27309,27457,27272,1550000,0.14%
12-05-17,27049,27272,27309,26975,1150000,-0.95%
15-05-17,26938,27012,27086,26826,1440000,-0.41%
16-05-17,26752,26789,27012,26715,1280000,-0.69%
17-05-17,26864,26715,26975,26715,1600000,0.42%
18-05-17,26975,26789,27123,26789,1340000,0.41%
19-05-17,27272,27012,27272,26938,1390000,1.10%
22-05-17,27828,27531,28348,27272,4380000,2.04%
23-05-17,27606,27828,27977,27606,1700000,-0.80%
24-05-17,28014,27569,28236,27494,2020000,1.48%
25-05-17,27531,28051,28088,27531,2160000,-1.72%
26-05-17,27235,27494,27643,27235,1580000,-1.08%
29-05-17,27012,27531,27754,27012,2170000,-0.82%
30-05-17,26938,27235,27235,26864,1750000,-0.27%
31-05-17,26864,27235,27235,26567,1890000,-0.27%
01-06-17,26938,27012,27198,26864,1240000,0.28%
02-06-17,26938,26938,27086,26789,1390000,0.00%
05-06-17,27606,27012,27680,26975,2440000,2.48%
06-06-17,28682,27680,28682,27606,6060000,3.90%
07-06-17,28422,28719,28830,28348,3090000,-0.91%
08-06-17,28125,28348,28422,28051,2090000,-1.04%
09-06-17,28496,28274,28645,28125,2520000,1.32%
12-06-17,28459,28496,28533,28162,1240000,-0.13%
13-06-17,28608,28236,28682,28199,1260000,0.52%
14-06-17,29090,28608,29238,28608,3600000,1.68%
15-06-17,29312,29090,29387,28979,3820000,0.76%
16-06-17,29312,29572,29572,29127,3460000,0.00%
19-06-17,29461,29572,29684,29238,1950000,0.51%
20-06-17,29312,29535,29535,29164,2910000,-0.51%
21-06-17,28682,29164,29201,28199,2900000,-2.15%
22-06-17,28274,28719,28756,28274,1730000,-1.42%
23-06-17,28274,28236,28348,28014,2400000,0.00%
26-06-17,28570,28422,28645,28311,1550000,1.05%
27-06-17,28385,28793,28830,28385,1310000,-0.65%
28-06-17,28236,28385,28422,28088,1790000,-0.52%
29-06-17,28348,28422,28459,28125,1070000,0.40%
30-06-17,28570,28422,28645,28274,1090000,0.78%
03-07-17,28867,28570,29053,28496,2310000,1.04%
04-07-17,28719,28941,28941,28570,1050000,-0.51%
05-07-17,28830,28941,28941,28533,1020000,0.39%
06-07-17,29201,28793,29312,28793,3040000,1.29%
07-07-17,28719,29312,29424,28719,1490000,-1.65%
10-07-17,28274,28867,29016,28199,1740000,-1.55%
11-07-17,28422,28199,28422,27903,1410000,0.52%
12-07-17,28199,28570,28570,28088,1660000,-0.78%
13-07-17,28348,28570,28570,28199,596580,0.53%
14-07-17,28385,28348,28459,28236,492890,0.13%
17-07-17,27977,28385,28459,27977,897460,-1.44%
18-07-17,28014,27903,28199,27865,1780000,0.13%
19-07-17,27903,28051,28162,27828,1490000,-0.40%
20-07-17,27791,27828,27903,27531,1390000,-0.40%
21-07-17,27457,27903,27977,27457,1350000,-1.20%
24-07-17,27680,27457,27680,27198,1170000,0.81%
25-07-17,27680,27606,27717,27383,616780,0.00%
26-07-17,27754,27791,27903,27606,1580000,0.27%
27-07-17,27717,27754,27865,27717,844460,-0.13%
28-07-17,27828,27717,28051,27680,1590000,0.40%
31-07-17,28014,27828,28125,27828,1400000,0.67%
01-08-17,28496,28199,28719,28199,2180000,1.72%
02-08-17,28274,28274,28496,28051,1200000,-0.78%
03-08-17,28422,28422,28496,28274,863860,0.52%
04-08-17,28236,28422,28496,28125,964170,-0.65%
07-08-17,28236,28274,28385,28199,955330,0.00%
08-08-17,28496,28236,28904,28236,2100000,0.92%
09-08-17,28051,28496,28608,27828,1570000,-1.56%
10-08-17,27977,27865,28125,27791,1450000,-0.26%
11-08-17,27791,27791,27865,27680,740260,-0.66%
14-08-17,27940,27791,28051,27791,463880,0.54%
15-08-17,27680,27903,27977,27680,595640,-0.93%
16-08-17,27828,27680,27865,27643,495570,0.53%
17-08-17,27680,27828,27865,27569,665270,-0.53%
18-08-17,27828,27680,28051,27569,919930,0.53%
21-08-17,27754,27828,27903,27680,328290,-0.27%
22-08-17,27383,27828,27828,27383,698650,-1.34%
23-08-17,27457,27457,27531,27235,704310,0.27%
24-08-17,27494,27569,27791,27383,416560,0.13%
25-08-17,27569,27494,27754,27494,283580,0.27%
28-08-17,27791,27569,27791,27531,848070,0.81%
29-08-17,27457,27791,27828,27457,882090,-1.20%
30-08-17,27457,27457,27680,27383,890140,0.00%
31-08-17,27531,27383,27791,27346,890200,0.27%
01-09-17,27791,27754,27828,27531,836720,0.94%
05-09-17,28311,27754,28422,27569,2120000,1.87%
06-09-17,28199,28199,28311,28014,752440,-0.40%
07-09-17,27977,28199,28199,27977,712030,-0.79%
08-09-17,27977,28199,28274,27940,961130,0.00%
11-09-17,27977,28051,28867,27977,2370000,0.00%
12-09-17,28236,27977,28274,27940,1700000,0.93%
13-09-17,28236,28496,28496,28125,988290,0.00%
14-09-17,28422,28348,28570,28125,3100000,0.66%
15-09-17,28199,28422,28496,28125,3570000,-0.78%
18-09-17,27903,28199,28348,27903,3720000,-1.05%
19-09-17,27754,27791,28051,27680,3150000,-0.53%
20-09-17,28051,27791,28348,27791,2770000,1.07%
21-09-17,28088,28051,28311,28014,1550000,0.13%
22-09-17,27940,28088,28125,27903,1340000,-0.53%
25-09-17,27828,27940,28014,27791,1360000,-0.40%
26-09-17,27940,27828,27977,27680,1110000,0.40%
27-09-17,27977,28125,28199,27865,1760000,0.13%
28-09-17,28242,28204,28394,28128,2010000,0.95%
29-09-17,28507,28242,28621,28204,2710000,0.94%
02-10-17,28545,28659,28887,28394,1540000,0.13%
03-10-17,28507,28659,28735,28432,1810000,-0.13%
04-10-17,29417,28432,29569,28432,6170000,3.19%
05-10-17,29341,29721,30327,29341,7240000,-0.26%
06-10-17,29607,29341,29683,29304,2960000,0.91%
09-10-17,29872,29834,30062,29683,3190000,0.90%
10-10-17,30062,29872,30251,29721,3300000,0.64%
11-10-17,29834,30175,30251,29607,3620000,-0.76%
12-10-17,29607,29834,29910,29607,2260000,-0.76%
13-10-17,29834,29569,29872,29569,2280000,0.77%
16-10-17,29607,29910,29948,29531,1970000,-0.76%
17-10-17,31085,29607,31085,29569,3910000,4.99%
18-10-17,30858,31009,31389,30744,3900000,-0.73%
19-10-17,30706,30858,31009,30555,1890000,-0.49%
20-10-17,30934,30744,31313,30668,2640000,0.74%
23-10-17,30251,30972,31351,30175,4550000,-2.21%
24-10-17,30327,30213,30555,29948,1550000,0.25%
25-10-17,30896,30327,30934,30327,1770000,1.88%
26-10-17,30782,30896,31275,30479,2450000,-0.37%
27-10-17,31843,30782,31843,30668,2990000,3.45%
30-10-17,31768,32071,32564,31464,4860000,-0.24%
31-10-17,31389,31768,31919,31389,1690000,-1.19%
01-11-17,31540,31540,31730,31351,2740000,0.48%
02-11-17,31161,31540,32526,31161,2990000,-1.20%
03-11-17,31768,31389,31768,30934,1790000,1.95%
06-11-17,32223,31843,32526,31692,3140000,1.43%
07-11-17,32185,32223,32488,31843,2190000,-0.12%
08-11-17,33057,32185,33360,31995,3440000,2.71%
09-11-17,32677,33208,33360,32677,2420000,-1.15%
10-11-17,32677,32602,33094,32450,2790000,0.00%
13-11-17,32905,32981,33132,32602,2690000,0.70%
14-11-17,33208,32981,33663,32867,3840000,0.92%
15-11-17,33057,33208,33511,33057,1660000,-0.45%
16-11-17,33891,33170,34004,33057,2650000,2.52%
17-11-17,33663,33966,34232,33625,2630000,-0.67%
20-11-17,34118,33663,34118,33625,2280000,1.35%
21-11-17,35407,34345,36165,34270,4850000,3.78%
22-11-17,36392,35407,36468,35407,3980000,2.78%
23-11-17,36317,36923,37075,35521,3400000,-0.21%
24-11-17,35938,36013,36165,35634,1740000,-1.04%
27-11-17,36317,36013,36544,35483,2860000,1.05%
28-11-17,36544,36468,36696,36013,2190000,0.63%
29-11-17,37151,36392,37151,36392,1840000,1.66%
30-11-17,36772,36999,37909,36772,2550000,-1.02%
01-12-17,36620,36847,37075,36392,2660000,-0.41%
04-12-17,37454,36772,37454,36620,2480000,2.28%
05-12-17,36468,37151,37909,36468,2520000,-2.63%
06-12-17,36392,36392,36620,35710,2680000,-0.21%
07-12-17,36089,36392,36392,35407,3490000,-0.83%
08-12-17,35672,36089,36089,35255,1940000,-1.16%
11-12-17,33815,34876,35558,33815,1850000,-5.21%
12-12-17,33891,34345,34421,31540,3110000,0.22%
13-12-17,33360,34118,34194,33132,1500000,-1.57%
14-12-17,34345,33360,34497,33284,2760000,2.95%
15-12-17,34876,34345,35255,34270,3280000,1.55%
18-12-17,36241,35634,36544,35331,3000000,3.91%
19-12-17,36203,36317,36734,35900,2500000,-0.10%
20-12-17,37151,36203,37416,35938,3300000,2.62%
21-12-17,36772,37151,37302,36772,1970000,-1.02%
22-12-17,38515,36544,38515,36430,5690000,4.74%
25-12-17,38970,38667,39198,38515,1900000,1.18%
26-12-17,38970,39046,39198,38288,2170000,0.00%
27-12-17,39804,38970,40032,38743,2830000,2.14%
28-12-17,41017,39804,41624,39804,2960000,3.05%
29-12-17,41169,40942,41700,40866,3510000,0.37%
02-01-18,41700,40942,42003,40638,3570000,1.29%
03-01-18,41624,42079,42230,41321,2350000,-0.18%
04-01-18,42003,41396,42003,41169,2540000,0.91%
05-01-18,40942,41776,41776,40866,2610000,-2.53%
08-01-18,42003,40942,42079,40183,2640000,2.59%
09-01-18,44353,42458,44353,41321,3640000,5.59%
10-01-18,43974,44202,44884,43444,3630000,-0.85%
11-01-18,44581,43595,44581,43368,2250000,1.38%
12-01-18,43974,44581,45036,43974,3220000,-1.36%
15-01-18,45491,43974,45491,43216,2630000,3.45%
16-01-18,45491,44960,45718,44581,2830000,0.00%
17-01-18,42610,45339,45415,42610,2650000,-6.33%
18-01-18,44353,42458,44353,42382,3630000,4.09%
19-01-18,46249,44429,46552,44202,3830000,4.27%
22-01-18,47993,47007,48068,46780,2940000,3.77%
25-01-18,51329,49661,51329,48372,6110000,6.95%
26-01-18,52390,52617,53072,50419,3340000,2.07%
29-01-18,51556,53072,54210,51404,2910000,-1.59%
30-01-18,50798,50419,51404,50191,3600000,-1.47%
31-01-18,50495,50798,52238,50191,2470000,-0.60%
01-02-18,50495,50343,51404,49888,2760000,0.00%
02-02-18,51101,51177,51177,50495,2110000,1.20%
05-02-18,47538,50040,50798,47538,3430000,-6.97%
06-02-18,47007,44278,47765,44278,8580000,-1.12%
07-02-18,48144,49281,49433,47614,2090000,2.42%
08-02-18,47689,47462,48144,46628,1090000,-0.95%
09-02-18,46173,44353,47234,44353,3070000,-3.18%
12-02-18,48144,47007,48144,46021,2360000,4.27%
13-02-18,48523,48751,49206,48220,1950000,0.79%
21-02-18,50191,49281,51480,48902,2720000,3.44%
22-02-18,50646,49736,51101,49585,3000000,0.91%
23-02-18,54134,50798,54134,50570,6160000,6.89%
26-02-18,54513,56333,56333,54134,4410000,0.70%
27-02-18,55499,55271,55726,54361,2870000,1.81%
28-02-18,55953,54665,56863,54589,4430000,0.82%
01-03-18,54210,55044,56560,53831,4610000,-3.12%
02-03-18,54437,53072,54589,53072,3220000,0.42%
05-03-18,51556,54589,54968,51556,3720000,-5.29%
06-03-18,53982,52314,54210,51329,3960000,4.71%
07-03-18,52769,54210,54513,51935,2910000,-2.25%
08-03-18,52693,52769,53376,52163,1980000,-0.14%
09-03-18,53831,53451,54210,52769,4130000,2.16%
12-03-18,54589,54589,55650,54210,3700000,1.41%
13-03-18,54589,54589,55044,53527,2740000,0.00%
14-03-18,55953,55044,56333,55044,5170000,2.50%
15-03-18,55953,55347,56484,55195,2690000,0.00%
16-03-18,56636,56484,57091,56181,6800000,1.22%
19-03-18,56333,57318,58001,55347,3580000,-0.53%
20-03-18,56105,55574,56787,55574,2340000,-0.40%
21-03-18,55726,56484,57015,55726,3770000,-0.68%
22-03-18,54589,56105,56105,54589,4940000,-2.04%
23-03-18,52997,51935,53603,51935,5820000,-2.92%
26-03-18,54513,53072,54513,52769,2320000,2.86%
27-03-18,53831,55195,55271,53527,2960000,-1.25%
28-03-18,53451,52997,54058,52921,2100000,-0.71%
29-03-18,53831,53679,54285,53148,1860000,0.71%
30-03-18,53451,53831,54134,53224,1630000,-0.71%
02-04-18,56105,53831,56105,53679,3900000,4.97%
03-04-18,56333,56105,57091,55726,4470000,0.41%
04-04-18,55726,56484,56712,55726,2670000,-1.08%
05-04-18,55726,55953,56105,55044,2250000,0.00%
06-04-18,55726,55802,56712,55650,2990000,0.00%
09-04-18,55953,55726,56333,55726,3440000,0.41%
10-04-18,56484,56484,57091,55802,6410000,0.95%
11-04-18,53982,56636,56712,53072,4990000,-4.43%
12-04-18,53755,53755,54210,53072,4160000,-0.42%
13-04-18,51480,54058,54134,51177,6570000,-4.23%
16-04-18,49964,50949,51253,49357,5090000,-2.94%
17-04-18,50798,50040,50798,49661,2690000,1.67%
18-04-18,49130,51404,51404,49130,2560000,-3.28%
19-04-18,46249,48827,48902,46249,6260000,-5.86%
20-04-18,48523,46400,48523,46021,3820000,4.92%
23-04-18,45187,48902,49130,45187,3670000,-6.88%
24-04-18,45491,44732,46021,43974,5680000,0.67%
26-04-18,44126,45491,46476,43974,5960000,-3.00%
27-04-18,45491,44126,45642,44050,3750000,3.09%
02-05-18,44126,45946,46249,43823,3650000,-3.00%
03-05-18,45187,44126,45263,43140,4400000,2.40%
04-05-18,44732,45642,46021,44657,4130000,-1.01%
07-05-18,47083,45339,47083,44960,4480000,5.26%
08-05-18,46249,46476,47159,46249,3760000,-1.77%
09-05-18,45112,46021,46249,45112,3560000,-2.46%
10-05-18,42837,45415,45642,42155,5660000,-5.04%
11-05-18,43898,42837,43974,41321,5050000,2.48%
14-05-18,44202,44126,44353,43140,1940000,0.69%
15-05-18,44505,44202,45339,44126,3190000,0.69%
16-05-18,43216,44353,44657,43216,3020000,-2.90%
17-05-18,43064,43216,43519,42610,2650000,-0.35%
18-05-18,42837,43140,43292,41548,3110000,-0.53%
21-05-18,42230,42837,43519,42230,2340000,-1.42%
22-05-18,40487,41624,42079,39425,4130000,-4.13%
23-05-18,41321,40183,41321,39425,2610000,2.06%
24-05-18,40411,41321,41548,40183,1670000,-2.20%
25-05-18,37909,40487,40714,37909,3470000,-6.19%
28-05-18,35483,37151,37606,35483,5840000,-6.40%
29-05-18,37909,36013,37909,35483,3330000,6.84%
30-05-18,39425,38667,40032,38288,5660000,4.00%
31-05-18,41017,39046,41321,38970,4770000,4.04%
01-06-18,43216,41017,43595,40866,7570000,5.36%
04-06-18,44960,42837,45187,42458,4900000,4.04%
05-06-18,44429,44429,45187,43747,4510000,-1.18%
06-06-18,44808,44050,45263,43671,2790000,0.85%
07-06-18,44505,44732,44960,44278,3240000,-0.68%
08-06-18,45263,44202,45794,44202,3440000,1.70%
11-06-18,44732,45036,45718,44353,3130000,-1.17%
12-06-18,43974,44353,44732,42837,3860000,-1.69%
13-06-18,45415,43671,45415,43671,2620000,3.28%
14-06-18,44050,45415,45415,43974,3590000,-3.01%
15-06-18,44732,43595,44732,43519,3260000,1.55%
18-06-18,42837,44657,44732,42458,3140000,-4.24%
19-06-18,42837,41321,42837,40942,6570000,0.00%
20-06-18,44050,43216,44505,42610,3530000,2.83%
21-06-18,43216,43974,44126,42761,2090000,-1.89%
22-06-18,44505,42534,44505,42079,3230000,2.98%
25-06-18,45036,45491,45642,44657,3080000,1.19%
26-06-18,44960,44353,45036,43974,1720000,-0.17%
27-06-18,43974,44732,45870,43974,3320000,-2.19%
28-06-18,43898,43216,44505,43216,2700000,-0.17%
29-06-18,43974,43898,44505,43064,1840000,0.17%
02-07-18,44050,43595,44278,42003,3630000,0.17%
03-07-18,42458,44202,44202,42458,4280000,-3.61%
04-07-18,42155,42610,42837,41472,3130000,-0.71%
05-07-18,39425,42003,42155,39425,3660000,-6.48%
06-07-18,41700,38743,42003,38288,4390000,5.77%
09-07-18,40942,41700,42761,40942,1830000,-1.82%
10-07-18,40259,42079,42079,40259,1740000,-1.67%
11-07-18,38819,39349,39804,37985,4230000,-3.58%
12-07-18,39728,38819,40638,38288,1820000,2.34%
13-07-18,41548,40411,41624,39425,2180000,4.58%
16-07-18,41624,41700,42079,41169,1660000,0.18%
17-07-18,42306,40942,42306,40942,2030000,1.64%
18-07-18,43595,42306,43595,42306,3160000,3.05%
19-07-18,43064,43747,43823,42989,2170000,-1.22%
20-07-18,43064,42837,43368,41776,2810000,0.00%
23-07-18,42913,43064,44278,42837,3340000,-0.35%
24-07-18,43216,43216,43519,42458,2150000,0.71%
25-07-18,41927,43444,43519,41927,1610000,-2.98%
26-07-18,42989,42003,42989,41321,2690000,2.53%
27-07-18,42837,42989,43444,42610,1250000,-0.35%
30-07-18,43444,43216,43519,42837,1640000,1.42%
31-07-18,44353,43292,44960,43064,4390000,2.09%
01-08-18,44429,44808,44884,44278,2430000,0.17%
02-08-18,44732,44126,44732,43747,2370000,0.68%
03-08-18,44353,45112,45263,44050,2260000,-0.85%
06-08-18,44732,44126,45187,44126,2270000,0.85%
07-08-18,46628,44581,46931,44429,7000000,4.24%
08-08-18,47083,46704,47310,46249,2800000,0.98%
09-08-18,46476,47083,47538,46476,3200000,-1.29%
10-08-18,48144,46249,48144,46249,4910000,3.59%
13-08-18,48372,47765,48372,47159,3060000,0.47%
14-08-18,47614,48372,48372,47538,1630000,-1.57%
15-08-18,45946,47917,48068,45870,4130000,-3.50%
16-08-18,45946,45491,46249,44657,4370000,0.00%
17-08-18,47007,46325,47689,46097,3460000,2.31%
20-08-18,46552,47007,47386,46552,2040000,-0.97%
21-08-18,47538,46249,47538,46249,2200000,2.12%
22-08-18,46931,47614,47765,46931,1900000,-1.28%
23-08-18,47462,47007,47614,46704,1660000,1.13%
24-08-18,47007,47462,47462,46855,2270000,-0.96%
27-08-18,47841,47386,48144,47310,2300000,1.77%
28-08-18,48523,48144,48751,47689,3300000,1.43%
29-08-18,47841,48447,48599,47841,1430000,-1.41%
30-08-18,48372,47841,48675,47310,1710000,1.11%
31-08-18,47386,48372,48523,47007,2490000,-2.04%
04-09-18,46249,47386,47462,46173,2620000,-2.40%
05-09-18,45946,46249,46855,45718,2250000,-0.66%
06-09-18,45718,45946,46249,45642,1020000,-0.50%
07-09-18,47007,45566,47159,45566,2040000,2.82%
10-09-18,47007,47007,47462,46325,1920000,0.00%
11-09-18,47765,46628,47841,46628,1970000,1.61%
12-09-18,47462,47917,48220,47386,2030000,-0.63%
13-09-18,47689,47614,48068,47462,1370000,0.48%
14-09-18,48523,47917,48827,47917,3070000,1.75%
17-09-18,47689,48523,48523,47689,1290000,-1.72%
18-09-18,47993,47386,47993,47234,1370000,0.64%
19-09-18,47993,48296,48296,47841,1370000,0.00%
20-09-18,48827,47993,48978,47993,2180000,1.74%
21-09-18,48978,49281,49812,48523,6240000,0.31%
24-09-18,49433,49661,49812,49130,1400000,0.93%
25-09-18,48827,49130,49433,48827,1320000,-1.23%
26-09-18,48372,48827,49206,48372,2680000,-0.93%
27-09-18,48068,48372,48675,47917,2710000,-0.63%
28-09-18,47765,48296,48523,47765,2690000,-0.63%
01-10-18,47386,48144,48144,47386,2470000,-0.79%
02-10-18,47765,47386,47841,47159,2040000,0.80%
03-10-18,47765,48068,48144,47386,1320000,0.00%
04-10-18,47765,47765,48523,47614,2930000,0.00%
05-10-18,47688,47995,48379,47688,2080000,-0.16%
08-10-18,47304,47612,47919,47304,1720000,-0.81%
09-10-18,47381,47458,47765,47304,1110000,0.16%
10-10-18,47381,47535,47612,47151,996980,0.00%
11-10-18,44309,46076,46076,44156,4380000,-6.48%
12-10-18,45999,43772,45999,43772,2890000,3.81%
15-10-18,45385,45922,46076,45077,1470000,-1.33%
16-10-18,45461,45308,45769,45231,1380000,0.17%
17-10-18,45461,45999,45999,45385,1650000,0.00%
18-10-18,44540,45308,45461,44463,2050000,-2.03%
19-10-18,44309,43772,45001,43772,1520000,-0.52%
22-10-18,43849,44924,45154,43849,1540000,-1.04%
23-10-18,42850,43772,44002,41468,2990000,-2.28%
24-10-18,42620,42850,43465,42620,1880000,-0.54%
25-10-18,42082,40700,42390,40700,2230000,-1.26%
26-10-18,41084,42927,42927,41084,1560000,-2.37%
29-10-18,40623,40931,41391,40316,1610000,-1.12%
30-10-18,41622,40623,41698,40470,1710000,2.46%
31-10-18,42697,41622,43542,41622,1590000,2.58%
