Date,Close,Open,High,Low,Vol.,Change %
30-08-17,120090,119685,120172,119685,618550,0.34
31-08-17,120415,120496,122119,120334,709300,0.27
01-09-17,122930,120821,122930,120821,659800,2.09
05-09-17,123823,122930,123985,122606,1030000,0.73
06-09-17,122525,123661,123661,122281,390500,-1.05
07-09-17,121308,122281,122281,121226,520260,-0.99
08-09-17,120983,120902,121389,120740,364310,-0.27
11-09-17,120415,120983,120983,120253,797100,-0.47
12-09-17,120172,119928,120496,119847,811730,-0.2
13-09-17,120253,120253,120253,120090,1190000,0.07
14-09-17,120334,120090,120415,120090,966830,0.07
15-09-17,120090,120009,120334,119766,1820000,-0.2
18-09-17,120902,119685,121713,119685,666290,0.68
19-09-17,120415,120902,121064,120415,411680,-0.4
