Date,Close,Open,High,Low,Vol.,Change %
03-04-19,24606.8,24189.7,24606.8,23981.2,1.81M,2.61%
04-04-19,24919.6,24763.2,25128.1,24632.8,3.00M,1.27%
05-04-19,24919.6,24919.6,24971.7,24737.1,1.07M,0.00%
08-04-19,24919.6,24841.4,25023.8,24737.1,790.21K,0.00%
09-04-19,24658.9,24919.6,25284.5,24658.9,1.77M,-1.05%
10-04-19,24450.4,24502.5,24658.9,24372.2,1.28M,-0.85%
11-04-19,24502.5,24450.4,24763.2,24424.3,628.30K,0.21%
12-04-19,25128.1,24424.3,25232.4,24424.3,1.53M,2.55%
16-04-19,24971.7,24763.2,25128.1,24763.2,1.58M,-0.62%
17-04-19,25284.5,25180.2,25805.8,25128.1,3.42M,1.25%
18-04-19,25284.5,25284.5,25675.5,25049.9,1.70M,0.00%
19-04-19,25258.4,25388.8,25493,25232.4,792.51K,-0.10%
22-04-19,24971.7,25284.5,25284.5,24919.6,1.44M,-1.14%
23-04-19,24971.7,24971.7,25258.4,24763.2,959.09K,0.00%
24-04-19,25310.6,25284.5,25362.7,25076,1.49M,1.36%
25-04-19,25440.9,25284.5,25623.4,25258.4,1.69M,0.51%
26-04-19,25831.9,25493,25936.2,25440.9,1.51M,1.54%
02-05-19,25988.3,25962.2,26170.8,25884,1.54M,0.61%
03-05-19,26066.5,26014.4,26066.5,25858,1.85M,0.30%
06-05-19,25414.8,25545.2,25753.7,25258.4,2.54M,-2.50%
07-05-19,25910.1,25597.3,25910.1,25571.2,1.91M,1.95%
08-05-19,25884,25701.6,25910.1,25545.2,1.67M,-0.10%
09-05-19,25336.6,25858,25884,25336.6,1.50M,-2.11%
10-05-19,25545.2,25545.2,25675.5,25414.8,1.79M,0.82%
13-05-19,25805.8,25545.2,25962.2,25545.2,1.48M,1.02%
14-05-19,26170.8,25753.7,26483.5,25597.3,2.72M,1.41%
15-05-19,26275,26327.2,26379.3,26118.6,2.69M,0.40%
16-05-19,25884,26275,26431.4,25884,3.30M,-1.49%
17-05-19,25965.8,26287.1,26287.1,25878.2,2.36M,0.32%
20-05-19,26433.2,25995.1,26462.4,25995.1,2.84M,1.80%
21-05-19,26812.9,26579.2,26900.5,26491.6,1.61M,1.44%
22-05-19,26433.2,26842.1,26958.9,26433.2,2.48M,-1.42%
23-05-19,26696,26433.2,26754.5,26404,2.01M,0.99%
24-05-19,26637.6,26579.2,26842.1,26433.2,1.61M,-0.22%
27-05-19,26433.2,26462.4,26550,26082.7,2.00M,-0.77%
28-05-19,26199.5,26287.1,26520.8,26141.1,822.81K,-0.88%
29-05-19,25761.4,26199.5,26199.5,25703,2.39M,-1.67%
30-05-19,26024.3,25761.4,26111.9,25644.6,1.57M,1.02%
31-05-19,25761.4,26053.5,26170.3,25761.4,971.02K,-1.01%
03-06-19,25410.9,25703,25761.4,25410.9,1.40M,-1.36%
04-06-19,25294.1,25410.9,25527.7,25264.9,852.47K,-0.46%
05-06-19,25469.3,25410.9,25644.6,25410.9,793.66K,0.69%
06-06-19,25995.1,25586.1,26111.9,25469.3,1.46M,2.06%
07-06-19,26404,26170.3,26433.2,26111.9,2.07M,1.57%
10-06-19,26345.6,26579.2,26696,26170.3,1.95M,-0.22%
11-06-19,26404,26345.6,26637.6,26228.7,2.06M,0.22%
12-06-19,26316.3,26404,26637.6,26287.1,2.04M,-0.33%
13-06-19,26024.3,26316.3,26345.6,25995.1,1.36M,-1.11%
14-06-19,25936.6,26053.5,26228.7,25936.6,888.40K,-0.34%
17-06-19,25732.2,25761.4,25995.1,25644.6,1.61M,-0.79%
18-06-19,25732.2,25907.4,25965.8,25556.9,1.21M,0.00%
19-06-19,26082.7,25878.2,26111.9,25819.8,842.41K,1.36%
20-06-19,26520.8,26199.5,26520.8,26082.7,2.15M,1.68%
21-06-19,26520.8,26579.2,26637.6,26433.2,1.38M,0.00%
24-06-19,26374.8,26520.8,26550,26374.8,1.15M,-0.55%
